,loc1,loc2,grading,usedtimes1,usedtimes2,times,score1,score2,path1,path2
83164,135,164,50,2,0,1,6104,50,"[81111, 81127, 81156, 81184, 81203, 81204, 81240, 81242, 81255, 81259, 81261, 81269, 81272, 81274, 81277, 81315, 81316, 81327, 81328, 81330, 81331, 81354, 81355, 81358, 81367, 81373, 81381, 81383, 81384, 81391, 81392, 81394, 81396, 81397, 81399, 81423, 81433, 81445, 81462, 81503, 81542, 81587, 81591, 81614, 81629, 81636, 81642, 81644, 81652, 81653, 81654, 81656, 81659, 81661, 81662, 81674, 81677, 81679, 81888, 81897, 81909, 81914, 82124, 82125, 82128, 82130, 82203, 82204, 82205, 82207, 82220, 82222, 82226, 82231, 82237, 82241, 82243, 82247, 82461, 82466, 82471, 82472, 82473, 82476, 82480, 82482, 82485, 82489, 82490, 82499, 82500, 82631, 82632, 82643, 82646, 82651, 82754, 82772, 82779, 82787, 82891, 82904, 82908, 82914, 83068, 83070, 83076, 83080, 83090, 83099, 83100, 83104, 83117, 83118, 83119, 83120, 83133, 83146, 83147, 83149, 83150, 83152, 83154, 83156, 83158, 83160, 83163, 83164]",[83164]
83165,136,165,50,2,0,1,6152,50,"[81111, 81127, 81156, 81184, 81203, 81204, 81240, 81242, 81255, 81259, 81261, 81269, 81272, 81274, 81277, 81315, 81316, 81327, 81328, 81330, 81331, 81354, 81355, 81358, 81367, 81373, 81381, 81383, 81384, 81391, 81392, 81394, 81396, 81397, 81399, 81423, 81433, 81445, 81462, 81503, 81542, 81587, 81591, 81614, 81629, 81636, 81642, 81644, 81652, 81653, 81654, 81656, 81659, 81661, 81662, 81674, 81677, 81679, 81888, 81897, 81909, 81914, 82124, 82125, 82128, 82130, 82203, 82204, 82205, 82207, 82220, 82222, 82226, 82231, 82237, 82241, 82243, 82247, 82461, 82466, 82471, 82472, 82473, 82476, 82480, 82482, 82485, 82489, 82490, 82499, 82500, 82631, 82632, 82643, 82646, 82651, 82754, 82772, 82779, 82787, 82891, 82904, 82908, 82914, 83068, 83070, 83076, 83080, 83090, 83099, 83100, 83104, 83117, 83118, 83119, 83120, 83133, 83146, 83147, 83149, 83150, 83152, 83154, 83156, 83158, 83160, 83163, 83164, 83165]",[83165]
83166,137,166,50,2,0,1,6200,50,"[81111, 81127, 81156, 81184, 81203, 81204, 81240, 81242, 81255, 81259, 81261, 81269, 81272, 81274, 81277, 81315, 81316, 81327, 81328, 81330, 81331, 81354, 81355, 81358, 81367, 81373, 81381, 81383, 81384, 81391, 81392, 81394, 81396, 81397, 81399, 81423, 81433, 81445, 81462, 81503, 81542, 81587, 81591, 81614, 81629, 81636, 81642, 81644, 81652, 81653, 81654, 81656, 81659, 81661, 81662, 81674, 81677, 81679, 81888, 81897, 81909, 81914, 82124, 82125, 82128, 82130, 82203, 82204, 82205, 82207, 82220, 82222, 82226, 82231, 82237, 82241, 82243, 82247, 82461, 82466, 82471, 82472, 82473, 82476, 82480, 82482, 82485, 82489, 82490, 82499, 82500, 82631, 82632, 82643, 82646, 82651, 82754, 82772, 82779, 82787, 82891, 82904, 82908, 82914, 83068, 83070, 83076, 83080, 83090, 83099, 83100, 83104, 83117, 83118, 83119, 83120, 83133, 83146, 83147, 83149, 83150, 83152, 83154, 83156, 83158, 83160, 83163, 83164, 83165, 83166]",[83166]
83169,138,168,50,2,0,1,6247,50,"[81111, 81127, 81156, 81184, 81203, 81204, 81240, 81242, 81255, 81259, 81261, 81269, 81272, 81274, 81277, 81315, 81316, 81327, 81328, 81330, 81331, 81354, 81355, 81358, 81367, 81373, 81381, 81383, 81384, 81391, 81392, 81394, 81396, 81397, 81399, 81423, 81433, 81445, 81462, 81503, 81542, 81587, 81591, 81614, 81629, 81636, 81642, 81644, 81652, 81653, 81654, 81656, 81659, 81661, 81662, 81674, 81677, 81679, 81888, 81897, 81909, 81914, 82124, 82125, 82128, 82130, 82203, 82204, 82205, 82207, 82220, 82222, 82226, 82231, 82237, 82241, 82243, 82247, 82461, 82466, 82471, 82472, 82473, 82476, 82480, 82482, 82485, 82489, 82490, 82499, 82500, 82631, 82632, 82643, 82646, 82651, 82754, 82772, 82779, 82787, 82891, 82904, 82908, 82914, 83068, 83070, 83076, 83080, 83090, 83099, 83100, 83104, 83117, 83118, 83119, 83120, 83133, 83146, 83147, 83149, 83150, 83152, 83154, 83156, 83158, 83160, 83163, 83164, 83165, 83166, 83169]",[83169]
83171,139,169,50,2,0,1,6295,50,"[81111, 81127, 81156, 81184, 81203, 81204, 81240, 81242, 81255, 81259, 81261, 81269, 81272, 81274, 81277, 81315, 81316, 81327, 81328, 81330, 81331, 81354, 81355, 81358, 81367, 81373, 81381, 81383, 81384, 81391, 81392, 81394, 81396, 81397, 81399, 81423, 81433, 81445, 81462, 81503, 81542, 81587, 81591, 81614, 81629, 81636, 81642, 81644, 81652, 81653, 81654, 81656, 81659, 81661, 81662, 81674, 81677, 81679, 81888, 81897, 81909, 81914, 82124, 82125, 82128, 82130, 82203, 82204, 82205, 82207, 82220, 82222, 82226, 82231, 82237, 82241, 82243, 82247, 82461, 82466, 82471, 82472, 82473, 82476, 82480, 82482, 82485, 82489, 82490, 82499, 82500, 82631, 82632, 82643, 82646, 82651, 82754, 82772, 82779, 82787, 82891, 82904, 82908, 82914, 83068, 83070, 83076, 83080, 83090, 83099, 83100, 83104, 83117, 83118, 83119, 83120, 83133, 83146, 83147, 83149, 83150, 83152, 83154, 83156, 83158, 83160, 83163, 83164, 83165, 83166, 83169, 83171]",[83171]
83173,140,170,50,2,0,1,6343,50,"[81111, 81127, 81156, 81184, 81203, 81204, 81240, 81242, 81255, 81259, 81261, 81269, 81272, 81274, 81277, 81315, 81316, 81327, 81328, 81330, 81331, 81354, 81355, 81358, 81367, 81373, 81381, 81383, 81384, 81391, 81392, 81394, 81396, 81397, 81399, 81423, 81433, 81445, 81462, 81503, 81542, 81587, 81591, 81614, 81629, 81636, 81642, 81644, 81652, 81653, 81654, 81656, 81659, 81661, 81662, 81674, 81677, 81679, 81888, 81897, 81909, 81914, 82124, 82125, 82128, 82130, 82203, 82204, 82205, 82207, 82220, 82222, 82226, 82231, 82237, 82241, 82243, 82247, 82461, 82466, 82471, 82472, 82473, 82476, 82480, 82482, 82485, 82489, 82490, 82499, 82500, 82631, 82632, 82643, 82646, 82651, 82754, 82772, 82779, 82787, 82891, 82904, 82908, 82914, 83068, 83070, 83076, 83080, 83090, 83099, 83100, 83104, 83117, 83118, 83119, 83120, 83133, 83146, 83147, 83149, 83150, 83152, 83154, 83156, 83158, 83160, 83163, 83164, 83165, 83166, 83169, 83171, 83173]",[83173]
83174,141,171,50,2,0,1,6391,50,"[81111, 81127, 81156, 81184, 81203, 81204, 81240, 81242, 81255, 81259, 81261, 81269, 81272, 81274, 81277, 81315, 81316, 81327, 81328, 81330, 81331, 81354, 81355, 81358, 81367, 81373, 81381, 81383, 81384, 81391, 81392, 81394, 81396, 81397, 81399, 81423, 81433, 81445, 81462, 81503, 81542, 81587, 81591, 81614, 81629, 81636, 81642, 81644, 81652, 81653, 81654, 81656, 81659, 81661, 81662, 81674, 81677, 81679, 81888, 81897, 81909, 81914, 82124, 82125, 82128, 82130, 82203, 82204, 82205, 82207, 82220, 82222, 82226, 82231, 82237, 82241, 82243, 82247, 82461, 82466, 82471, 82472, 82473, 82476, 82480, 82482, 82485, 82489, 82490, 82499, 82500, 82631, 82632, 82643, 82646, 82651, 82754, 82772, 82779, 82787, 82891, 82904, 82908, 82914, 83068, 83070, 83076, 83080, 83090, 83099, 83100, 83104, 83117, 83118, 83119, 83120, 83133, 83146, 83147, 83149, 83150, 83152, 83154, 83156, 83158, 83160, 83163, 83164, 83165, 83166, 83169, 83171, 83173, 83174]",[83174]
83177,142,172,50,2,0,1,6439,50,"[81111, 81127, 81156, 81184, 81203, 81204, 81240, 81242, 81255, 81259, 81261, 81269, 81272, 81274, 81277, 81315, 81316, 81327, 81328, 81330, 81331, 81354, 81355, 81358, 81367, 81373, 81381, 81383, 81384, 81391, 81392, 81394, 81396, 81397, 81399, 81423, 81433, 81445, 81462, 81503, 81542, 81587, 81591, 81614, 81629, 81636, 81642, 81644, 81652, 81653, 81654, 81656, 81659, 81661, 81662, 81674, 81677, 81679, 81888, 81897, 81909, 81914, 82124, 82125, 82128, 82130, 82203, 82204, 82205, 82207, 82220, 82222, 82226, 82231, 82237, 82241, 82243, 82247, 82461, 82466, 82471, 82472, 82473, 82476, 82480, 82482, 82485, 82489, 82490, 82499, 82500, 82631, 82632, 82643, 82646, 82651, 82754, 82772, 82779, 82787, 82891, 82904, 82908, 82914, 83068, 83070, 83076, 83080, 83090, 83099, 83100, 83104, 83117, 83118, 83119, 83120, 83133, 83146, 83147, 83149, 83150, 83152, 83154, 83156, 83158, 83160, 83163, 83164, 83165, 83166, 83169, 83171, 83173, 83174, 83177]",[83177]
83183,143,174,50,19,0,1,6486,50,"[81111, 81127, 81156, 81184, 81203, 81204, 81240, 81242, 81255, 81259, 81261, 81269, 81272, 81274, 81277, 81315, 81316, 81327, 81328, 81330, 81331, 81354, 81355, 81358, 81367, 81373, 81381, 81383, 81384, 81391, 81392, 81394, 81396, 81397, 81399, 81423, 81433, 81445, 81462, 81503, 81542, 81587, 81591, 81614, 81629, 81636, 81642, 81644, 81652, 81653, 81654, 81656, 81659, 81661, 81662, 81674, 81677, 81679, 81888, 81897, 81909, 81914, 82124, 82125, 82128, 82130, 82203, 82204, 82205, 82207, 82220, 82222, 82226, 82231, 82237, 82241, 82243, 82247, 82461, 82466, 82471, 82472, 82473, 82476, 82480, 82482, 82485, 82489, 82490, 82499, 82500, 82631, 82632, 82643, 82646, 82651, 82754, 82772, 82779, 82787, 82891, 82904, 82908, 82914, 83068, 83070, 83076, 83080, 83090, 83099, 83100, 83104, 83117, 83118, 83119, 83120, 83133, 83146, 83147, 83149, 83150, 83152, 83154, 83156, 83158, 83160, 83163, 83164, 83165, 83166, 83169, 83171, 83173, 83174, 83177, 83183]",[83183]
83179,144,175,50,11,0,1,6534,50,"[81111, 81127, 81156, 81184, 81203, 81204, 81240, 81242, 81255, 81259, 81261, 81269, 81272, 81274, 81277, 81315, 81316, 81327, 81328, 81330, 81331, 81354, 81355, 81358, 81367, 81373, 81381, 81383, 81384, 81391, 81392, 81394, 81396, 81397, 81399, 81423, 81433, 81445, 81462, 81503, 81542, 81587, 81591, 81614, 81629, 81636, 81642, 81644, 81652, 81653, 81654, 81656, 81659, 81661, 81662, 81674, 81677, 81679, 81888, 81897, 81909, 81914, 82124, 82125, 82128, 82130, 82203, 82204, 82205, 82207, 82220, 82222, 82226, 82231, 82237, 82241, 82243, 82247, 82461, 82466, 82471, 82472, 82473, 82476, 82480, 82482, 82485, 82489, 82490, 82499, 82500, 82631, 82632, 82643, 82646, 82651, 82754, 82772, 82779, 82787, 82891, 82904, 82908, 82914, 83068, 83070, 83076, 83080, 83090, 83099, 83100, 83104, 83117, 83118, 83119, 83120, 83133, 83146, 83147, 83149, 83150, 83152, 83154, 83156, 83158, 83160, 83163, 83164, 83165, 83166, 83169, 83171, 83173, 83174, 83177, 83183, 83179]",[83179]
83180,144,176,40,2,2,1,6523,85,"[81111, 81127, 81156, 81184, 81203, 81204, 81240, 81242, 81255, 81259, 81261, 81269, 81272, 81274, 81277, 81315, 81316, 81327, 81328, 81330, 81331, 81354, 81355, 81358, 81367, 81373, 81381, 81383, 81384, 81391, 81392, 81394, 81396, 81397, 81399, 81423, 81433, 81445, 81462, 81503, 81542, 81587, 81591, 81614, 81629, 81636, 81642, 81644, 81652, 81653, 81654, 81656, 81659, 81661, 81662, 81674, 81677, 81679, 81888, 81897, 81909, 81914, 82124, 82125, 82128, 82130, 82203, 82204, 82205, 82207, 82220, 82222, 82226, 82231, 82237, 82241, 82243, 82247, 82461, 82466, 82471, 82472, 82473, 82476, 82480, 82482, 82485, 82489, 82490, 82499, 82500, 82631, 82632, 82643, 82646, 82651, 82754, 82772, 82779, 82787, 82891, 82904, 82908, 82914, 83068, 83070, 83076, 83080, 83090, 83099, 83100, 83104, 83117, 83118, 83119, 83120, 83133, 83146, 83147, 83149, 83150, 83152, 83154, 83156, 83158, 83160, 83163, 83164, 83165, 83166, 83169, 83171, 83173, 83174, 83177, 83183, 83180]","[83257, 83180]"
83181,144,177,40,2,5,1,6522,134,"[81111, 81127, 81156, 81184, 81203, 81204, 81240, 81242, 81255, 81259, 81261, 81269, 81272, 81274, 81277, 81315, 81316, 81327, 81328, 81330, 81331, 81354, 81355, 81358, 81367, 81373, 81381, 81383, 81384, 81391, 81392, 81394, 81396, 81397, 81399, 81423, 81433, 81445, 81462, 81503, 81542, 81587, 81591, 81614, 81629, 81636, 81642, 81644, 81652, 81653, 81654, 81656, 81659, 81661, 81662, 81674, 81677, 81679, 81888, 81897, 81909, 81914, 82124, 82125, 82128, 82130, 82203, 82204, 82205, 82207, 82220, 82222, 82226, 82231, 82237, 82241, 82243, 82247, 82461, 82466, 82471, 82472, 82473, 82476, 82480, 82482, 82485, 82489, 82490, 82499, 82500, 82631, 82632, 82643, 82646, 82651, 82754, 82772, 82779, 82787, 82891, 82904, 82908, 82914, 83068, 83070, 83076, 83080, 83090, 83099, 83100, 83104, 83117, 83118, 83119, 83120, 83133, 83146, 83147, 83149, 83150, 83152, 83154, 83156, 83158, 83160, 83163, 83164, 83165, 83166, 83169, 83171, 83173, 83174, 83177, 83183, 83181]","[83257, 83224, 83181]"
83185,145,175,40,2,0,1,6523,40,"[81111, 81127, 81156, 81184, 81203, 81204, 81240, 81242, 81255, 81259, 81261, 81269, 81272, 81274, 81277, 81315, 81316, 81327, 81328, 81330, 81331, 81354, 81355, 81358, 81367, 81373, 81381, 81383, 81384, 81391, 81392, 81394, 81396, 81397, 81399, 81423, 81433, 81445, 81462, 81503, 81542, 81587, 81591, 81614, 81629, 81636, 81642, 81644, 81652, 81653, 81654, 81656, 81659, 81661, 81662, 81674, 81677, 81679, 81888, 81897, 81909, 81914, 82124, 82125, 82128, 82130, 82203, 82204, 82205, 82207, 82220, 82222, 82226, 82231, 82237, 82241, 82243, 82247, 82461, 82466, 82471, 82472, 82473, 82476, 82480, 82482, 82485, 82489, 82490, 82499, 82500, 82631, 82632, 82643, 82646, 82651, 82754, 82772, 82779, 82787, 82891, 82904, 82908, 82914, 83068, 83070, 83076, 83080, 83090, 83099, 83100, 83104, 83117, 83118, 83119, 83120, 83133, 83146, 83147, 83149, 83150, 83152, 83154, 83156, 83158, 83160, 83163, 83164, 83165, 83166, 83169, 83171, 83173, 83174, 83177, 83183, 83185]",[83185]
83184,145,176,50,6,2,1,6582,96,"[81111, 81127, 81156, 81184, 81203, 81204, 81240, 81242, 81255, 81259, 81261, 81269, 81272, 81274, 81277, 81315, 81316, 81327, 81328, 81330, 81331, 81354, 81355, 81358, 81367, 81373, 81381, 81383, 81384, 81391, 81392, 81394, 81396, 81397, 81399, 81423, 81433, 81445, 81462, 81503, 81542, 81587, 81591, 81614, 81629, 81636, 81642, 81644, 81652, 81653, 81654, 81656, 81659, 81661, 81662, 81674, 81677, 81679, 81888, 81897, 81909, 81914, 82124, 82125, 82128, 82130, 82203, 82204, 82205, 82207, 82220, 82222, 82226, 82231, 82237, 82241, 82243, 82247, 82461, 82466, 82471, 82472, 82473, 82476, 82480, 82482, 82485, 82489, 82490, 82499, 82500, 82631, 82632, 82643, 82646, 82651, 82754, 82772, 82779, 82787, 82891, 82904, 82908, 82914, 83068, 83070, 83076, 83080, 83090, 83099, 83100, 83104, 83117, 83118, 83119, 83120, 83133, 83146, 83147, 83149, 83150, 83152, 83154, 83156, 83158, 83160, 83163, 83164, 83165, 83166, 83169, 83171, 83173, 83174, 83177, 83183, 83179, 83184]","[83257, 83184]"
83186,145,177,40,3,5,1,6571,135,"[81111, 81127, 81156, 81184, 81203, 81204, 81240, 81242, 81255, 81259, 81261, 81269, 81272, 81274, 81277, 81315, 81316, 81327, 81328, 81330, 81331, 81354, 81355, 81358, 81367, 81373, 81381, 81383, 81384, 81391, 81392, 81394, 81396, 81397, 81399, 81423, 81433, 81445, 81462, 81503, 81542, 81587, 81591, 81614, 81629, 81636, 81642, 81644, 81652, 81653, 81654, 81656, 81659, 81661, 81662, 81674, 81677, 81679, 81888, 81897, 81909, 81914, 82124, 82125, 82128, 82130, 82203, 82204, 82205, 82207, 82220, 82222, 82226, 82231, 82237, 82241, 82243, 82247, 82461, 82466, 82471, 82472, 82473, 82476, 82480, 82482, 82485, 82489, 82490, 82499, 82500, 82631, 82632, 82643, 82646, 82651, 82754, 82772, 82779, 82787, 82891, 82904, 82908, 82914, 83068, 83070, 83076, 83080, 83090, 83099, 83100, 83104, 83117, 83118, 83119, 83120, 83133, 83146, 83147, 83149, 83150, 83152, 83154, 83156, 83158, 83160, 83163, 83164, 83165, 83166, 83169, 83171, 83173, 83174, 83177, 83183, 83179, 83186]","[83257, 83224, 83186]"
83191,146,175,40,2,0,1,6522,40,"[81111, 81127, 81156, 81184, 81203, 81204, 81240, 81242, 81255, 81259, 81261, 81269, 81272, 81274, 81277, 81315, 81316, 81327, 81328, 81330, 81331, 81354, 81355, 81358, 81367, 81373, 81381, 81383, 81384, 81391, 81392, 81394, 81396, 81397, 81399, 81423, 81433, 81445, 81462, 81503, 81542, 81587, 81591, 81614, 81629, 81636, 81642, 81644, 81652, 81653, 81654, 81656, 81659, 81661, 81662, 81674, 81677, 81679, 81888, 81897, 81909, 81914, 82124, 82125, 82128, 82130, 82203, 82204, 82205, 82207, 82220, 82222, 82226, 82231, 82237, 82241, 82243, 82247, 82461, 82466, 82471, 82472, 82473, 82476, 82480, 82482, 82485, 82489, 82490, 82499, 82500, 82631, 82632, 82643, 82646, 82651, 82754, 82772, 82779, 82787, 82891, 82904, 82908, 82914, 83068, 83070, 83076, 83080, 83090, 83099, 83100, 83104, 83117, 83118, 83119, 83120, 83133, 83146, 83147, 83149, 83150, 83152, 83154, 83156, 83158, 83160, 83163, 83164, 83165, 83166, 83169, 83171, 83173, 83174, 83177, 83183, 83191]",[83191]
83190,146,176,50,3,2,1,6581,97,"[81111, 81127, 81156, 81184, 81203, 81204, 81240, 81242, 81255, 81259, 81261, 81269, 81272, 81274, 81277, 81315, 81316, 81327, 81328, 81330, 81331, 81354, 81355, 81358, 81367, 81373, 81381, 81383, 81384, 81391, 81392, 81394, 81396, 81397, 81399, 81423, 81433, 81445, 81462, 81503, 81542, 81587, 81591, 81614, 81629, 81636, 81642, 81644, 81652, 81653, 81654, 81656, 81659, 81661, 81662, 81674, 81677, 81679, 81888, 81897, 81909, 81914, 82124, 82125, 82128, 82130, 82203, 82204, 82205, 82207, 82220, 82222, 82226, 82231, 82237, 82241, 82243, 82247, 82461, 82466, 82471, 82472, 82473, 82476, 82480, 82482, 82485, 82489, 82490, 82499, 82500, 82631, 82632, 82643, 82646, 82651, 82754, 82772, 82779, 82787, 82891, 82904, 82908, 82914, 83068, 83070, 83076, 83080, 83090, 83099, 83100, 83104, 83117, 83118, 83119, 83120, 83133, 83146, 83147, 83149, 83150, 83152, 83154, 83156, 83158, 83160, 83163, 83164, 83165, 83166, 83169, 83171, 83173, 83174, 83177, 83183, 83179, 83190]","[83257, 83190]"
83192,146,177,40,4,5,1,6620,136,"[81111, 81127, 81156, 81184, 81203, 81204, 81240, 81242, 81255, 81259, 81261, 81269, 81272, 81274, 81277, 81315, 81316, 81327, 81328, 81330, 81331, 81354, 81355, 81358, 81367, 81373, 81381, 81383, 81384, 81391, 81392, 81394, 81396, 81397, 81399, 81423, 81433, 81445, 81462, 81503, 81542, 81587, 81591, 81614, 81629, 81636, 81642, 81644, 81652, 81653, 81654, 81656, 81659, 81661, 81662, 81674, 81677, 81679, 81888, 81897, 81909, 81914, 82124, 82125, 82128, 82130, 82203, 82204, 82205, 82207, 82220, 82222, 82226, 82231, 82237, 82241, 82243, 82247, 82461, 82466, 82471, 82472, 82473, 82476, 82480, 82482, 82485, 82489, 82490, 82499, 82500, 82631, 82632, 82643, 82646, 82651, 82754, 82772, 82779, 82787, 82891, 82904, 82908, 82914, 83068, 83070, 83076, 83080, 83090, 83099, 83100, 83104, 83117, 83118, 83119, 83120, 83133, 83146, 83147, 83149, 83150, 83152, 83154, 83156, 83158, 83160, 83163, 83164, 83165, 83166, 83169, 83171, 83173, 83174, 83177, 83183, 83179, 83184, 83192]","[83257, 83224, 83192]"
83225,147,175,40,18,0,1,6521,40,"[81111, 81127, 81156, 81184, 81203, 81204, 81240, 81242, 81255, 81259, 81261, 81269, 81272, 81274, 81277, 81315, 81316, 81327, 81328, 81330, 81331, 81354, 81355, 81358, 81367, 81373, 81381, 81383, 81384, 81391, 81392, 81394, 81396, 81397, 81399, 81423, 81433, 81445, 81462, 81503, 81542, 81587, 81591, 81614, 81629, 81636, 81642, 81644, 81652, 81653, 81654, 81656, 81659, 81661, 81662, 81674, 81677, 81679, 81888, 81897, 81909, 81914, 82124, 82125, 82128, 82130, 82203, 82204, 82205, 82207, 82220, 82222, 82226, 82231, 82237, 82241, 82243, 82247, 82461, 82466, 82471, 82472, 82473, 82476, 82480, 82482, 82485, 82489, 82490, 82499, 82500, 82631, 82632, 82643, 82646, 82651, 82754, 82772, 82779, 82787, 82891, 82904, 82908, 82914, 83068, 83070, 83076, 83080, 83090, 83099, 83100, 83104, 83117, 83118, 83119, 83120, 83133, 83146, 83147, 83149, 83150, 83152, 83154, 83156, 83158, 83160, 83163, 83164, 83165, 83166, 83169, 83171, 83173, 83174, 83177, 83183, 83225]",[83225]
83224,147,176,50,3,5,1,6580,98,"[81111, 81127, 81156, 81184, 81203, 81204, 81240, 81242, 81255, 81259, 81261, 81269, 81272, 81274, 81277, 81315, 81316, 81327, 81328, 81330, 81331, 81354, 81355, 81358, 81367, 81373, 81381, 81383, 81384, 81391, 81392, 81394, 81396, 81397, 81399, 81423, 81433, 81445, 81462, 81503, 81542, 81587, 81591, 81614, 81629, 81636, 81642, 81644, 81652, 81653, 81654, 81656, 81659, 81661, 81662, 81674, 81677, 81679, 81888, 81897, 81909, 81914, 82124, 82125, 82128, 82130, 82203, 82204, 82205, 82207, 82220, 82222, 82226, 82231, 82237, 82241, 82243, 82247, 82461, 82466, 82471, 82472, 82473, 82476, 82480, 82482, 82485, 82489, 82490, 82499, 82500, 82631, 82632, 82643, 82646, 82651, 82754, 82772, 82779, 82787, 82891, 82904, 82908, 82914, 83068, 83070, 83076, 83080, 83090, 83099, 83100, 83104, 83117, 83118, 83119, 83120, 83133, 83146, 83147, 83149, 83150, 83152, 83154, 83156, 83158, 83160, 83163, 83164, 83165, 83166, 83169, 83171, 83173, 83174, 83177, 83183, 83179, 83224]","[83257, 83224]"
83226,147,177,40,4,4,1,6619,116,"[81111, 81127, 81156, 81184, 81203, 81204, 81240, 81242, 81255, 81259, 81261, 81269, 81272, 81274, 81277, 81315, 81316, 81327, 81328, 81330, 81331, 81354, 81355, 81358, 81367, 81373, 81381, 81383, 81384, 81391, 81392, 81394, 81396, 81397, 81399, 81423, 81433, 81445, 81462, 81503, 81542, 81587, 81591, 81614, 81629, 81636, 81642, 81644, 81652, 81653, 81654, 81656, 81659, 81661, 81662, 81674, 81677, 81679, 81888, 81897, 81909, 81914, 82124, 82125, 82128, 82130, 82203, 82204, 82205, 82207, 82220, 82222, 82226, 82231, 82237, 82241, 82243, 82247, 82461, 82466, 82471, 82472, 82473, 82476, 82480, 82482, 82485, 82489, 82490, 82499, 82500, 82631, 82632, 82643, 82646, 82651, 82754, 82772, 82779, 82787, 82891, 82904, 82908, 82914, 83068, 83070, 83076, 83080, 83090, 83099, 83100, 83104, 83117, 83118, 83119, 83120, 83133, 83146, 83147, 83149, 83150, 83152, 83154, 83156, 83158, 83160, 83163, 83164, 83165, 83166, 83169, 83171, 83173, 83174, 83177, 83183, 83179, 83184, 83226]","[83267, 83258, 83226]"
83257,148,175,50,2,8,1,6530,50,"[81111, 81127, 81156, 81184, 81203, 81204, 81240, 81242, 81255, 81259, 81261, 81269, 81272, 81274, 81277, 81315, 81316, 81327, 81328, 81330, 81331, 81354, 81355, 81358, 81367, 81373, 81381, 81383, 81384, 81391, 81392, 81394, 81396, 81397, 81399, 81423, 81433, 81445, 81462, 81503, 81542, 81587, 81591, 81614, 81629, 81636, 81642, 81644, 81652, 81653, 81654, 81656, 81659, 81661, 81662, 81674, 81677, 81679, 81888, 81897, 81909, 81914, 82124, 82125, 82128, 82130, 82203, 82204, 82205, 82207, 82220, 82222, 82226, 82231, 82237, 82241, 82243, 82247, 82461, 82466, 82471, 82472, 82473, 82476, 82480, 82482, 82485, 82489, 82490, 82499, 82500, 82631, 82632, 82643, 82646, 82651, 82754, 82772, 82779, 82787, 82891, 82904, 82908, 82914, 83068, 83070, 83076, 83080, 83090, 83099, 83100, 83104, 83117, 83118, 83119, 83120, 83133, 83146, 83147, 83149, 83150, 83152, 83154, 83156, 83158, 83160, 83163, 83164, 83165, 83166, 83169, 83171, 83173, 83174, 83177, 83183, 83257]",[83257]
83258,148,176,40,3,5,1,6569,78,"[81111, 81127, 81156, 81184, 81203, 81204, 81240, 81242, 81255, 81259, 81261, 81269, 81272, 81274, 81277, 81315, 81316, 81327, 81328, 81330, 81331, 81354, 81355, 81358, 81367, 81373, 81381, 81383, 81384, 81391, 81392, 81394, 81396, 81397, 81399, 81423, 81433, 81445, 81462, 81503, 81542, 81587, 81591, 81614, 81629, 81636, 81642, 81644, 81652, 81653, 81654, 81656, 81659, 81661, 81662, 81674, 81677, 81679, 81888, 81897, 81909, 81914, 82124, 82125, 82128, 82130, 82203, 82204, 82205, 82207, 82220, 82222, 82226, 82231, 82237, 82241, 82243, 82247, 82461, 82466, 82471, 82472, 82473, 82476, 82480, 82482, 82485, 82489, 82490, 82499, 82500, 82631, 82632, 82643, 82646, 82651, 82754, 82772, 82779, 82787, 82891, 82904, 82908, 82914, 83068, 83070, 83076, 83080, 83090, 83099, 83100, 83104, 83117, 83118, 83119, 83120, 83133, 83146, 83147, 83149, 83150, 83152, 83154, 83156, 83158, 83160, 83163, 83164, 83165, 83166, 83169, 83171, 83173, 83174, 83177, 83183, 83179, 83258]","[83267, 83258]"
83259,148,177,40,4,2,1,6618,78,"[81111, 81127, 81156, 81184, 81203, 81204, 81240, 81242, 81255, 81259, 81261, 81269, 81272, 81274, 81277, 81315, 81316, 81327, 81328, 81330, 81331, 81354, 81355, 81358, 81367, 81373, 81381, 81383, 81384, 81391, 81392, 81394, 81396, 81397, 81399, 81423, 81433, 81445, 81462, 81503, 81542, 81587, 81591, 81614, 81629, 81636, 81642, 81644, 81652, 81653, 81654, 81656, 81659, 81661, 81662, 81674, 81677, 81679, 81888, 81897, 81909, 81914, 82124, 82125, 82128, 82130, 82203, 82204, 82205, 82207, 82220, 82222, 82226, 82231, 82237, 82241, 82243, 82247, 82461, 82466, 82471, 82472, 82473, 82476, 82480, 82482, 82485, 82489, 82490, 82499, 82500, 82631, 82632, 82643, 82646, 82651, 82754, 82772, 82779, 82787, 82891, 82904, 82908, 82914, 83068, 83070, 83076, 83080, 83090, 83099, 83100, 83104, 83117, 83118, 83119, 83120, 83133, 83146, 83147, 83149, 83150, 83152, 83154, 83156, 83158, 83160, 83163, 83164, 83165, 83166, 83169, 83171, 83173, 83174, 83177, 83183, 83179, 83184, 83259]","[83268, 83259]"
