id,chr1,chr2,start1,end1,start2,end2,pvalue,length,ks_median,ks_average,homo1,homo2,homo3,homo4,homo5,block1,block2,ks,density1,density2,class1,class2,class1_color,class2_color,diff
65,1,6,1854.0,2078.0,540.0,850.0,0.0522,71,-1,-1,0.8309859154929577,0.943661971830986,0.971830985915493,1.0,1.0,1854_1855_1856_1857_1858_1859_1860_1861_1876_1877_1878_1879_1880_1881_1882_1884_1886_1887_1888_1889_1890_1891_1892_1893_1894_1895_1896_1897_1898_1899_1906_1907_1919_1922_1923_1924_1925_1926_1927_1928_1929_1930_1931_1932_1938_1948_1950_1952_1975_1978_1985_1986_1987_1988_1989_1990_2004_2015_2033_2039_2041_2051_2052_2059_2060_2061_2074_2075_2076_2077_2078,540_541_545_549_556_557_559_560_583_584_599_600_605_612_615_618_622_632_633_634_635_637_638_639_653_656_666_667_668_671_672_683_692_694_701_702_703_704_705_706_707_708_709_716_723_728_734_735_756_764_766_767_768_769_770_771_795_816_817_818_819_824_825_826_828_830_831_840_846_847_850,_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1,0.3155555555555555,0.2282958199356913,1,1,red,red,1
66,1,6,3133.0,3250.0,1620.0,1748.0,0.0104,60,-1,-1,0.8833333333333333,0.95,0.9666666666666668,0.9833333333333332,1.0,3133_3134_3144_3145_3146_3147_3148_3149_3150_3151_3152_3153_3154_3165_3166_3167_3168_3169_3170_3171_3172_3173_3174_3175_3176_3177_3178_3179_3180_3181_3182_3183_3184_3186_3187_3189_3190_3192_3194_3195_3196_3197_3206_3207_3208_3209_3210_3211_3212_3220_3225_3229_3230_3231_3232_3233_3236_3238_3244_3250,1620_1623_1627_1634_1635_1636_1637_1638_1639_1640_1641_1642_1643_1645_1651_1656_1657_1658_1659_1660_1661_1663_1665_1666_1667_1672_1674_1675_1676_1677_1679_1682_1685_1689_1690_1691_1692_1694_1695_1696_1697_1698_1701_1702_1704_1705_1706_1707_1708_1715_1721_1725_1729_1730_1731_1738_1740_1742_1746_1748,_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1,0.5084745762711864,0.4651162790697674,1,1,red,red,1
67,1,6,2296.0,2196.0,1002.0,1161.0,0.0189,55,-1,-1,0.8545454545454545,0.9272727272727272,0.9272727272727272,0.9636363636363636,1.0,2296_2295_2294_2293_2291_2288_2285_2284_2281_2280_2279_2278_2277_2276_2275_2263_2262_2259_2258_2257_2255_2254_2251_2250_2249_2248_2247_2243_2242_2241_2239_2238_2237_2236_2233_2232_2229_2227_2224_2223_2222_2221_2220_2219_2218_2217_2214_2211_2209_2204_2203_2200_2199_2197_2196,1002_1004_1005_1008_1013_1014_1016_1017_1018_1023_1028_1034_1035_1038_1042_1043_1044_1047_1048_1050_1054_1059_1060_1061_1062_1063_1066_1069_1072_1080_1089_1090_1091_1094_1098_1099_1101_1103_1104_1105_1106_1110_1111_1113_1114_1122_1131_1133_1135_1136_1138_1154_1156_1157_1161,_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1,0.5445544554455446,0.34375,1,1,red,red,1
68,1,6,3924.0,3842.0,2564.0,2683.0,0.0277,43,-1,-1,0.813953488372093,0.9302325581395348,0.9767441860465116,0.9767441860465116,1.0,3924_3923_3922_3921_3920_3917_3916_3915_3914_3913_3912_3908_3907_3903_3900_3899_3897_3881_3879_3878_3877_3876_3875_3874_3873_3872_3871_3870_3869_3868_3867_3866_3865_3864_3863_3862_3861_3851_3850_3847_3844_3843_3842,2564_2565_2578_2580_2581_2585_2586_2588_2592_2597_2600_2601_2612_2613_2615_2616_2621_2625_2626_2631_2632_2633_2634_2636_2637_2638_2639_2643_2644_2645_2648_2652_2655_2656_2657_2659_2660_2665_2667_2668_2669_2674_2683,_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1,0.5180722891566265,0.3583333333333333,1,1,red,red,1
69,1,6,2468.0,2394.0,861.0,950.0,0.0195,39,-1,-1,0.8461538461538461,0.9487179487179488,0.9487179487179488,0.9743589743589745,1.0,2468_2467_2466_2462_2461_2460_2459_2458_2457_2456_2452_2451_2448_2447_2436_2435_2431_2428_2427_2426_2425_2424_2423_2411_2410_2409_2408_2407_2406_2405_2403_2401_2400_2399_2398_2397_2396_2395_2394,861_862_863_864_865_867_868_869_871_874_875_877_880_881_882_891_895_896_897_898_903_904_905_906_912_916_917_918_921_922_923_924_926_935_936_937_943_945_950,_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1,0.52,0.4333333333333333,1,1,red,red,1
70,1,6,2392.0,2299.0,2259.0,2320.0,0.0091,36,-1,-1,0.9166666666666666,1.0,1.0,1.0,1.0,2392_2390_2389_2388_2379_2378_2371_2366_2348_2347_2346_2338_2337_2336_2335_2334_2327_2326_2325_2324_2323_2322_2321_2320_2319_2318_2317_2316_2315_2314_2313_2307_2306_2305_2304_2299,2259_2262_2264_2267_2269_2270_2272_2275_2279_2282_2283_2285_2286_2287_2288_2289_2291_2292_2293_2294_2295_2296_2298_2299_2302_2303_2306_2307_2308_2309_2313_2314_2317_2318_2319_2320,_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1,0.3829787234042553,0.5806451612903226,1,1,red,red,1
71,1,6,3729.0,3657.0,1934.0,2049.0,0.0622,37,-1,-1,0.6486486486486487,0.7567567567567568,0.8648648648648649,0.8918918918918919,1.0,3729_3728_3727_3726_3725_3724_3723_3722_3718_3717_3714_3712_3711_3710_3707_3706_3705_3704_3699_3698_3696_3692_3685_3684_3683_3682_3674_3673_3668_3665_3664_3663_3662_3661_3659_3658_3657,1934_1935_1936_1937_1938_1939_1940_1941_1945_1946_1949_1951_1955_1956_1957_1960_1970_1973_1977_1979_1981_1982_1985_1989_1990_1998_2001_2005_2007_2018_2024_2025_2028_2030_2033_2038_2049,_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1,0.5068493150684932,0.3189655172413793,1,1,red,red,1
72,1,6,3464.0,3344.0,2370.0,2501.0,0.0637,33,-1,-1,0.7272727272727273,0.9393939393939394,0.9696969696969696,0.9696969696969696,1.0,3464_3449_3446_3426_3415_3411_3410_3409_3408_3407_3401_3400_3399_3398_3389_3388_3384_3381_3379_3378_3374_3372_3363_3362_3361_3358_3357_3354_3352_3348_3347_3346_3344,2370_2374_2375_2383_2389_2392_2402_2406_2407_2408_2411_2412_2413_2414_2419_2425_2431_2432_2435_2439_2440_2441_2444_2445_2449_2473_2474_2475_2476_2482_2483_2487_2501,_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1,0.2727272727272727,0.25,1,1,red,red,1
73,1,6,2748.0,2810.0,2200.0,2258.0,0.0132,25,-1,-1,1.0,1.0,1.0,1.0,1.0,2748_2755_2756_2757_2758_2759_2760_2761_2771_2772_2773_2774_2775_2776_2777_2787_2788_2789_2790_2797_2800_2806_2807_2808_2810,2200_2202_2203_2204_2205_2212_2213_2218_2226_2227_2228_2229_2232_2233_2235_2236_2240_2247_2249_2252_2253_2254_2256_2257_2258,_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1,0.3968253968253968,0.423728813559322,1,1,red,red,1
74,1,6,3591.0,3483.0,2104.0,2209.0,0.0921,30,-1,-1,0.6333333333333333,0.7,0.8666666666666667,0.9333333333333332,1.0,3591_3580_3571_3570_3568_3565_3564_3563_3562_3561_3560_3559_3558_3545_3544_3541_3540_3539_3538_3535_3534_3533_3532_3531_3524_3523_3522_3504_3503_3483,2104_2108_2110_2114_2115_2119_2121_2123_2125_2127_2132_2136_2137_2150_2154_2155_2157_2160_2163_2170_2171_2172_2173_2174_2178_2179_2180_2199_2202_2209,_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1,0.2752293577981651,0.2830188679245283,1,1,red,red,1
75,1,6,2140.0,2082.0,1265.0,1339.0,0.0197,24,-1,-1,0.9166666666666666,0.9166666666666666,0.9166666666666666,1.0,1.0,2140_2122_2121_2115_2114_2113_2112_2111_2105_2104_2103_2102_2101_2100_2099_2098_2097_2092_2091_2090_2088_2086_2085_2082,1265_1280_1281_1282_1283_1284_1285_1286_1287_1288_1289_1293_1295_1299_1303_1304_1306_1313_1322_1326_1329_1336_1337_1339,_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1,0.4067796610169492,0.32,1,1,red,red,1
76,1,6,1788.0,1853.0,397.0,492.0,0.0802,21,-1,-1,0.7142857142857143,0.9523809523809524,1.0,1.0,1.0,1788_1789_1790_1791_1792_1793_1801_1811_1835_1836_1837_1844_1845_1846_1847_1848_1849_1850_1851_1852_1853,397_399_400_401_402_403_404_417_440_449_451_458_460_462_463_464_470_485_486_487_492,_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1,0.3181818181818182,0.21875,1,1,red,red,1
77,1,6,2827.0,2889.0,951.0,1003.0,0.0179,17,-1,-1,0.9411764705882352,1.0,1.0,1.0,1.0,2827_2837_2838_2839_2840_2853_2854_2855_2856_2857_2863_2876_2877_2878_2879_2880_2889,951_952_959_965_966_970_971_972_973_974_981_986_997_998_999_1001_1003,_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1,0.2698412698412698,0.320754716981132,1,1,red,red,1
78,1,6,2196.0,2143.0,1176.0,1228.0,0.0798,16,-1,-1,0.8125,0.9375,0.9375,1.0,1.0,2196_2187_2186_2185_2184_2183_2180_2164_2160_2159_2158_2157_2156_2149_2148_2143,1176_1187_1188_1189_1190_1191_1194_1206_1210_1214_1217_1218_1219_1224_1225_1228,_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1,0.2962962962962963,0.3018867924528302,1,1,red,red,1
79,1,6,3656.0,3617.0,2078.0,2104.0,0.0219,13,-1,-1,0.9230769230769232,0.9230769230769232,1.0,1.0,1.0,3656_3655_3654_3653_3652_3651_3649_3646_3645_3626_3624_3619_3617,2078_2081_2082_2088_2089_2092_2093_2095_2096_2098_2102_2103_2104,_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1,0.325,0.4814814814814814,1,1,red,red,1
80,1,6,1570.0,1630.0,20.0,95.0,0.0801,15,-1,-1,0.7333333333333333,0.9333333333333332,0.9333333333333332,1.0,1.0,1570_1571_1572_1573_1574_1575_1576_1599_1624_1625_1626_1627_1628_1629_1630,20_21_26_27_28_30_31_38_39_41_50_54_77_86_95,_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1,0.2459016393442623,0.1973684210526315,1,1,red,red,1
82,1,6,3837.0,3818.0,2900.0,2963.0,0.0377,11,-1,-1,0.9090909090909092,0.9090909090909092,1.0,1.0,1.0,3837_3836_3834_3831_3829_3828_3826_3825_3824_3821_3818,2900_2909_2914_2918_2919_2931_2937_2951_2952_2954_2963,_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1,0.55,0.171875,1,1,red,red,1
84,1,6,3787.0,3755.0,2795.0,2874.0,0.1173,11,-1,-1,0.8181818181818182,1.0,1.0,1.0,1.0,3787_3777_3776_3774_3773_3771_3770_3767_3762_3756_3755,2795_2808_2809_2812_2813_2819_2822_2845_2847_2870_2874,_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1,0.3333333333333333,0.1375,1,1,red,red,1
85,1,6,2911.0,2941.0,2321.0,2354.0,0.0303,9,-1,-1,0.8888888888888888,1.0,1.0,1.0,1.0,2911_2912_2913_2926_2934_2937_2938_2939_2941,2321_2322_2324_2332_2334_2335_2352_2353_2354,_-1_-1_-1_-1_-1_-1_-1_-1_-1,0.2903225806451613,0.2647058823529412,1,1,red,red,1
86,1,6,2496.0,2478.0,1342.0,1360.0,0.0795,8,-1,-1,0.875,0.875,0.875,1.0,1.0,2496_2495_2492_2486_2485_2484_2483_2478,1342_1345_1346_1349_1352_1356_1357_1360,_-1_-1_-1_-1_-1_-1_-1_-1,0.4210526315789473,0.4210526315789473,1,1,red,red,1
89,1,6,2977.0,3005.0,2341.0,2369.0,0.0474,7,-1,-1,1.0,1.0,1.0,1.0,1.0,2977_2979_2988_2991_3003_3004_3005,2341_2355_2358_2360_2361_2367_2369,_-1_-1_-1_-1_-1_-1_-1,0.2413793103448276,0.2413793103448276,1,1,red,red,1
91,1,6,3799.0,3793.0,2720.0,2729.0,0.0063,6,-1,-1,0.8333333333333334,0.8333333333333334,0.8333333333333334,1.0,1.0,3799_3798_3797_3796_3794_3793,2720_2723_2724_2725_2728_2729,_-1_-1_-1_-1_-1_-1,0.8571428571428571,0.6,1,1,red,red,1
92,1,6,3737.0,3746.0,2709.0,2716.0,0.0073,6,-1,-1,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,1.0,3737_3741_3742_3744_3745_3746,2709_2710_2711_2713_2714_2716,_-1_-1_-1_-1_-1_-1,0.6,0.75,1,1,red,red,1
96,1,6,1632.0,1704.0,148.0,189.0,0.1651,7,-1,-1,1.0,1.0,1.0,1.0,1.0,1632_1641_1643_1654_1669_1685_1704,148_155_156_164_172_179_189,_-1_-1_-1_-1_-1_-1_-1,0.0958904109589041,0.1666666666666666,1,1,red,red,1
98,1,6,3443.0,3459.0,2371.0,2379.0,0.1129,6,-1,-1,1.0,1.0,1.0,1.0,1.0,3443_3444_3446_3449_3458_3459,2371_2372_2373_2376_2378_2379,_-1_-1_-1_-1_-1_-1,0.3529411764705882,0.6666666666666666,1,1,red,red,1
99,1,6,3817.0,3801.0,2883.0,2895.0,0.0847,5,-1,-1,1.0,1.0,1.0,1.0,1.0,3817_3804_3803_3802_3801,2883_2884_2885_2894_2895,_-1_-1_-1_-1_-1,0.2941176470588235,0.3846153846153846,1,1,red,red,1
101,1,6,3101.0,3062.0,1784.0,1809.0,0.1086,6,-1,-1,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,1.0,3101_3100_3092_3086_3076_3062,1784_1786_1787_1789_1797_1809,_-1_-1_-1_-1_-1_-1,0.15,0.2307692307692307,1,1,red,red,1
102,1,6,3285.0,3337.0,1762.0,1775.0,0.0847,6,-1,-1,0.8333333333333334,1.0,1.0,1.0,1.0,3285_3304_3310_3317_3330_3337,1762_1768_1769_1770_1774_1775,_-1_-1_-1_-1_-1_-1,0.1132075471698113,0.4285714285714285,1,1,red,red,1
103,1,6,1676.0,1697.0,311.0,336.0,0.0631,5,-1,-1,1.0,1.0,1.0,1.0,1.0,1676_1692_1695_1696_1697,311_315_327_333_336,_-1_-1_-1_-1_-1,0.2272727272727272,0.1923076923076923,1,1,red,red,1
113,1,7,3775.0,3768.0,2611.0,2670.0,0.0672,5,-1,-1,0.6,1.0,1.0,1.0,1.0,3775_3773_3771_3769_3768,2611_2626_2647_2669_2670,_-1_-1_-1_-1_-1,0.625,0.0833333333333333,1,1,red,#99CC00,1
114,2,1,1118.0,1108.0,1759.0,1764.0,0.002,5,-1,-1,1.0,1.0,1.0,1.0,1.0,1118_1111_1110_1109_1108,1759_1760_1761_1762_1764,_-1_-1_-1_-1_-1,0.4545454545454545,0.8333333333333334,2,1,#FFCC00,deepskyblue,1
115,2,2,352.0,492.0,822.0,1041.0,0.0293,60,-1,-1,0.8666666666666667,0.9333333333333332,0.9666666666666668,1.0,1.0,352_353_354_355_356_357_358_359_360_361_374_381_382_388_392_393_394_395_396_397_398_399_400_401_402_403_409_410_414_415_416_417_418_419_420_421_422_423_426_429_431_434_435_436_450_457_458_461_475_477_482_483_484_485_486_487_488_489_491_492,822_845_846_851_853_855_856_858_860_866_871_872_876_879_881_882_885_890_893_894_901_902_903_904_907_910_912_917_928_929_930_931_932_933_934_935_939_941_948_955_957_966_968_970_976_979_982_984_994_1003_1005_1007_1011_1012_1013_1014_1018_1023_1040_1041,_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1,0.425531914893617,0.2727272727272727,2,1,#FFCC00,#FFCC00,1
116,2,2,1046.0,880.0,3442.0,3667.0,0.0281,58,-1,-1,0.8793103448275862,0.9827586206896552,0.9827586206896552,1.0,1.0,1046_1041_1040_1038_1036_1033_1028_1020_1019_1018_1017_1011_1008_1007_1000_999_996_995_991_985_984_978_974_973_969_968_966_957_953_945_944_933_932_931_930_929_928_927_926_920_917_916_915_914_910_909_905_904_903_902_901_900_898_895_893_882_881_880,3442_3452_3458_3459_3466_3478_3479_3482_3485_3486_3487_3490_3494_3504_3511_3512_3525_3528_3541_3542_3551_3564_3574_3576_3583_3586_3591_3596_3601_3605_3606_3609_3610_3612_3613_3615_3616_3617_3618_3623_3629_3634_3636_3637_3638_3639_3643_3645_3647_3649_3650_3652_3653_3658_3659_3664_3665_3667,_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1,0.3473053892215569,0.2566371681415929,2,1,#FFCC00,#FFCC00,1
117,2,2,1420.0,1243.0,1868.0,2056.0,0.0418,53,-1,-1,0.8679245283018868,0.9433962264150944,0.9622641509433962,0.981132075471698,1.0,1420_1419_1418_1417_1416_1415_1411_1410_1406_1405_1403_1402_1401_1394_1387_1386_1385_1379_1378_1371_1370_1369_1363_1362_1346_1345_1344_1343_1330_1322_1315_1303_1302_1299_1298_1297_1295_1294_1292_1291_1283_1282_1281_1280_1279_1278_1276_1271_1264_1261_1250_1244_1243,1868_1869_1870_1871_1873_1874_1875_1880_1881_1885_1886_1887_1889_1893_1900_1901_1903_1908_1912_1913_1914_1918_1919_1931_1934_1941_1942_1948_1955_1960_1964_1966_1974_1988_1991_1992_1995_1997_1999_2000_2004_2005_2006_2007_2014_2016_2021_2026_2035_2037_2051_2052_2056,_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1,0.297752808988764,0.2804232804232804,2,1,#FFCC00,#FFCC00,1
118,2,2,1682.0,1838.0,2713.0,2921.0,0.0389,51,-1,-1,0.8823529411764706,1.0,1.0,1.0,1.0,1682_1686_1705_1710_1712_1713_1714_1715_1716_1717_1723_1726_1727_1728_1729_1735_1741_1742_1743_1744_1745_1746_1747_1748_1754_1772_1773_1775_1778_1779_1780_1781_1782_1783_1784_1785_1797_1798_1799_1800_1801_1802_1803_1807_1809_1820_1823_1824_1825_1826_1838,2713_2717_2718_2732_2740_2741_2742_2743_2744_2747_2749_2760_2761_2762_2765_2767_2769_2772_2773_2774_2775_2776_2777_2779_2782_2786_2800_2805_2819_2822_2823_2842_2843_2844_2845_2846_2851_2855_2856_2857_2860_2869_2880_2881_2883_2897_2899_2908_2913_2914_2921,_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1,0.3248407643312102,0.2440191387559808,2,1,#FFCC00,#FFCC00,1
119,2,2,2200.0,2276.0,3038.0,3163.0,0.0075,46,-1,-1,0.9347826086956522,0.9347826086956522,0.9347826086956522,1.0,1.0,2200_2201_2202_2203_2204_2205_2206_2220_2221_2222_2224_2225_2226_2227_2228_2229_2230_2231_2232_2233_2234_2235_2236_2237_2238_2239_2240_2241_2242_2243_2244_2245_2246_2247_2253_2254_2255_2256_2257_2258_2262_2263_2266_2273_2275_2276,3038_3039_3042_3043_3044_3046_3047_3050_3051_3053_3055_3065_3066_3067_3068_3069_3072_3076_3077_3078_3079_3080_3081_3082_3083_3084_3086_3087_3088_3091_3093_3099_3102_3104_3108_3109_3110_3111_3112_3113_3120_3128_3130_3153_3160_3163,_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1,0.5974025974025974,0.365079365079365,2,1,#FFCC00,#FFCC00,1
120,2,2,2130.0,2027.0,2235.0,2346.0,0.0202,43,-1,-1,0.8372093023255814,0.9534883720930232,0.9534883720930232,0.9534883720930232,1.0,2130_2129_2128_2126_2125_2124_2123_2122_2121_2120_2119_2118_2117_2116_2115_2114_2113_2098_2097_2096_2095_2090_2089_2088_2087_2084_2083_2081_2075_2073_2052_2050_2046_2043_2035_2034_2033_2032_2031_2030_2029_2028_2027,2235_2238_2243_2246_2249_2254_2255_2256_2257_2259_2260_2261_2263_2268_2270_2271_2274_2280_2285_2286_2291_2293_2296_2297_2301_2304_2306_2308_2309_2311_2318_2324_2325_2330_2331_2333_2335_2337_2338_2343_2344_2345_2346,_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1,0.4134615384615384,0.3839285714285714,2,1,#FFCC00,#FFCC00,1
121,2,2,871.0,805.0,3937.0,4056.0,0.0261,31,-1,-1,0.8709677419354839,0.9032258064516128,1.0,1.0,1.0,871_848_847_846_845_844_843_838_837_836_835_834_833_832_831_830_828_820_819_818_817_815_814_813_812_811_810_809_808_807_805,3937_3939_3940_3943_3947_3951_3956_3972_3973_3974_3975_3976_3977_3978_3980_3981_3988_3992_3995_3996_3997_4008_4009_4010_4011_4013_4023_4031_4045_4054_4056,_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1,0.4626865671641791,0.2583333333333333,2,1,#FFCC00,#FFCC00,1
122,2,2,256.0,352.0,688.0,813.0,0.0847,28,-1,-1,0.8571428571428571,0.9285714285714286,0.9642857142857144,1.0,1.0,256_257_258_260_281_282_283_284_285_286_293_294_295_296_297_298_299_300_302_308_310_312_333_335_348_350_351_352,688_693_695_696_708_710_711_712_713_716_728_743_746_769_770_771_772_775_777_778_780_783_787_796_800_807_810_813,_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1,0.2886597938144329,0.2222222222222222,2,1,#FFCC00,#FFCC00,1
123,2,2,1138.0,1166.0,1751.0,1791.0,0.0064,19,-1,-1,0.9473684210526316,1.0,1.0,1.0,1.0,1138_1139_1140_1141_1150_1153_1154_1155_1156_1157_1158_1159_1160_1161_1162_1163_1164_1165_1166,1751_1753_1756_1759_1761_1763_1768_1769_1770_1771_1772_1773_1774_1776_1784_1785_1786_1788_1791,_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1,0.6551724137931034,0.4634146341463415,2,1,#FFCC00,#FFCC00,1
124,2,2,1648.0,1567.0,2108.0,2171.0,0.0383,18,-1,-1,0.8888888888888888,0.9444444444444444,0.9444444444444444,1.0,1.0,1648_1647_1646_1645_1624_1614_1613_1612_1611_1597_1596_1595_1594_1590_1589_1573_1568_1567,2108_2116_2118_2123_2133_2134_2135_2136_2137_2139_2142_2150_2157_2160_2161_2162_2165_2171,_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1,0.2195121951219512,0.28125,2,1,#FFCC00,#FFCC00,1
125,2,2,1872.0,1842.0,2053.0,2107.0,0.0256,16,-1,-1,0.8125,0.875,1.0,1.0,1.0,1872_1871_1870_1867_1866_1864_1863_1855_1854_1851_1850_1848_1845_1844_1843_1842,2053_2055_2070_2073_2074_2079_2080_2081_2084_2091_2093_2094_2095_2096_2104_2107,_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1,0.5161290322580645,0.2909090909090909,2,1,#FFCC00,#FFCC00,1
126,2,2,1479.0,1549.0,2975.0,3037.0,0.0843,16,-1,-1,0.8125,0.875,0.875,0.875,1.0,1479_1501_1502_1504_1505_1506_1509_1514_1517_1518_1520_1522_1525_1542_1545_1549,2975_2989_2990_2994_2995_3001_3004_3011_3018_3022_3023_3026_3030_3033_3034_3037,_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1,0.2253521126760563,0.2539682539682539,2,1,#FFCC00,#FFCC00,1
127,2,2,747.0,787.0,3860.0,3936.0,0.0555,14,-1,-1,1.0,1.0,1.0,1.0,1.0,747_748_751_765_766_767_770_773_774_778_780_785_786_787,3860_3871_3888_3890_3893_3902_3909_3915_3919_3924_3925_3931_3934_3936,_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1_-1,0.3414634146341463,0.1818181818181818,2,1,#FFCC00,#FFCC00,1
