,0,1,2,3,4,5,6,7,8,9,10,11,grading
167876,hsa17s12g00416,ptr16s13g00482,0.44299999999999995,148,77,0,4,142,9,156,1.0289999999999998e-31,120,10
167877,hsa17s12g00416,ptr16s13g00465,0.457,120,60,0,27,137,137,256,1.485e-25,102,10
167904,hsa17s12g01024,ptr16s13g01139,0.847,1503,229,0,1,1498,1,1503,0.0,2631,50
168024,hsa17s12g00101,ptr16s13g00116,1.0,213,0,0,1,213,1,213,7.079999999999998e-151,467,50
168025,hsa17s12g00101,ptr16s13g00133,0.589,213,85,0,1,213,1,208,8.679999999999999e-74,245,25
168026,hsa17s12g00101,ptr16s13g00126,0.589,188,76,0,26,213,51,237,6.080999999999999e-64,216,25
168027,hsa17s12g00101,ptr16s13g00134,0.46799999999999997,206,108,0,5,208,4,209,1.478e-50,178,25
168028,hsa17s12g00101,ptr16s13g00135,0.424,203,115,0,6,208,8,207,2.2419999999999996e-42,154,25
168057,hsa17s12g00133,ptr16s13g00162,0.9440000000000001,275,15,0,1,275,1,275,2.9059999999999993e-177,547,50
168058,hsa17s12g00133,ptr16s13g00164,0.33399999999999996,271,170,0,11,267,1,271,7.66e-39,147,25
168059,hsa17s12g00133,ptr16s13g00166,0.348,224,145,0,44,266,42,265,6.4e-33,129,25
171830,hsa17s12g00564,ptr16s13g00346,0.958,313,13,0,1,313,1,313,3.411999999999998e-206,632,50
171831,hsa17s12g00564,ptr16s13g00345,0.5579999999999999,313,138,0,1,313,5,317,3.229999999999999e-103,335,25
171832,hsa17s12g00564,ptr16s13g00393,0.539,291,133,0,24,313,27,317,1.575e-90,299,25
171899,hsa17s12g00425,ptr16s13g00480,0.856,564,81,0,1,564,1,564,0.0,1000,50
171900,hsa17s12g00425,ptr16s13g00479,0.7,564,141,0,1,564,1,472,1.719999999999999e-256,792,25
171901,hsa17s12g00425,ptr16s13g00478,0.674,577,178,0,16,563,15,591,3.2919999999999983e-250,774,25
171902,hsa17s12g00425,ptr16s13g00481,0.639,557,196,0,8,564,7,551,5.911999999999997e-225,701,25
171903,hsa17s12g00425,ptr16s13g00466,0.537,582,244,0,16,544,14,595,6.541999999999999e-187,591,25
171904,hsa17s12g00425,ptr16s13g00465,0.562,539,226,0,16,554,87,603,5.836999999999998e-183,579,10
171905,hsa17s12g00425,ptr16s13g00467,0.53,579,259,0,9,559,8,586,2.0469999999999993e-182,578,10
171906,hsa17s12g00425,ptr16s13g00472,0.542,554,242,0,17,545,16,569,2.7759999999999993e-179,569,10
171907,hsa17s12g00425,ptr16s13g00473,0.505,589,262,0,16,546,20,608,5.667999999999998e-174,553,10
171908,hsa17s12g00425,ptr16s13g00464,0.528,550,247,0,13,562,119,643,8.536999999999998e-172,547,10
173373,hsa17s12g00688,ptr16s13g00760,0.85,70,10,0,1,70,270,339,3.4109999999999997e-35,126,50
173374,hsa17s12g00720,ptr16s13g00794,0.97,338,10,0,1,338,1,338,1.7299999999999992e-226,692,50
173378,hsa17s12g00720,ptr16s13g00793,0.429,311,171,0,37,337,42,352,3.7319999999999995e-69,238,25
173520,hsa17s12g00039,ptr16s13g00047,0.922,858,66,0,1,853,1,858,0.0,1655,50
173524,hsa17s12g00679,ptr16s13g00744,0.838,263,42,0,1,260,142,404,2.351999999999999e-146,457,50
173526,hsa17s12g00711,ptr16s13g00785,0.938,273,17,0,1,273,1,273,1.4469999999999994e-174,539,50
174737,hsa17s12g00304,ptr16s13g00608,0.9740000000000001,831,22,0,1,831,1,831,0.0,1706,50
176377,hsa17s12g00438,ptr16s13g00463,0.8690000000000001,393,51,0,18,410,128,520,3.3899999999999985e-231,710,50
176378,hsa17s12g00438,ptr16s13g00465,0.5579999999999999,341,148,0,18,353,242,582,1.0129999999999998e-111,365,25
176379,hsa17s12g00438,ptr16s13g00474,0.5720000000000001,325,139,0,18,342,149,473,1.5229999999999997e-109,359,25
176380,hsa17s12g00438,ptr16s13g00467,0.527,360,168,0,18,374,200,559,1.5229999999999997e-109,359,25
176381,hsa17s12g00438,ptr16s13g00478,0.52,360,170,0,18,377,187,542,1.6719999999999996e-107,353,25
176382,hsa17s12g00438,ptr16s13g00480,0.532,348,161,0,18,365,180,525,1.0949999999999998e-106,350,10
176383,hsa17s12g00438,ptr16s13g00466,0.54,337,154,0,18,352,215,551,3.43e-105,346,10
176384,hsa17s12g00438,ptr16s13g00481,0.537,336,155,0,18,352,166,501,5.740999999999998e-104,342,10
176385,hsa17s12g00438,ptr16s13g00472,0.488,375,182,0,18,373,197,571,1.313e-102,338,10
176386,hsa17s12g00438,ptr16s13g00475,0.551,321,144,0,18,338,142,462,1.7959999999999996e-102,338,10
176448,hsa17s12g00470,ptr16s13g00427,0.961,304,12,0,1,304,1,304,9.154999999999996e-201,616,50
178388,hsa17s12g01000,ptr16s13g01107,0.925,577,43,0,1,577,1,574,0.0,1119,50
178390,hsa17s12g01000,ptr16s13g00247,0.225,518,377,0,40,557,46,532,1.05e-34,142,25
180332,hsa17s12g00196,ptr16s13g00230,0.981,554,10,0,1,553,1,554,0.0,1147,50
180333,hsa17s12g00196,ptr16s13g00979,0.321,510,329,0,55,539,72,581,1.6749999999999997e-72,256,25
180334,hsa17s12g00228,ptr16s13g00696,0.963,670,25,0,1,670,1,670,0.0,1359,50
180335,hsa17s12g00228,ptr16s13g00265,0.514,623,294,0,3,607,26,648,8.605999999999997e-188,599,25
180336,hsa17s12g00228,ptr16s13g00697,0.456,650,344,0,9,641,17,666,8.449999999999997e-166,535,25
180337,hsa17s12g00228,ptr16s13g00699,0.444,652,354,0,2,638,11,662,5.699999999999999e-160,518,25
180338,hsa17s12g00228,ptr16s13g00698,0.43799999999999994,600,327,0,45,627,6,605,1.2039999999999998e-142,467,25
180351,hsa17s12g00070,ptr16s13g00082,0.95,248,12,0,1,248,1,248,1.9939999999999995e-160,497,50
180353,hsa17s12g00102,ptr16s13g00117,0.898,189,19,0,1,188,1,189,9.253999999999998e-113,356,50
180356,hsa17s12g00326,ptr16s13g00580,0.9520000000000001,84,4,0,1,84,1,84,1.9919999999999998e-50,170,50
180359,hsa17s12g00327,ptr16s13g00579,0.866,1487,190,0,1,1487,1,1418,0.0,2669,50
189140,hsa17s12g00952,ptr16s13g01056,0.9590000000000001,147,6,0,1,147,186,332,9.784999999999997e-94,299,50
189908,hsa17s12g00683,ptr16s13g00751,1.0,632,0,0,1,632,1,632,0.0,1357,50
189981,hsa17s12g00715,ptr16s13g00502,0.506,522,254,0,61,576,100,621,1.6109999999999996e-152,492,50
189995,hsa17s12g00715,ptr16s13g00050,0.355,507,324,0,71,577,64,567,1.1329999999999999e-85,296,25
189998,hsa17s12g00715,ptr16s13g01129,0.377,317,195,0,29,345,47,360,1.9319999999999998e-54,203,25
189999,hsa17s12g00715,ptr16s13g01128,0.341,202,129,0,352,548,1,202,1.2440000000000002e-25,113,25
190735,hsa17s12g00545,ptr16s13g00362,1.0,69,0,0,1,69,1,69,3.1289999999999996e-40,150,50
190736,hsa17s12g00545,ptr16s13g00363,0.8959999999999999,67,7,0,197,263,1,67,1.5319999999999997e-32,128,25
191138,hsa17s12g00193,ptr16s13g00227,0.955,90,4,0,1,90,68,157,9.754e-55,183,50
191789,hsa17s12g00740,ptr16s13g00823,0.9840000000000001,86,1,0,1,86,30,115,3.8889999999999996e-54,181,50
191793,hsa17s12g00900,ptr16s13g00999,1.0,187,0,0,1,187,1,187,1.1979999999999997e-132,413,50
191798,hsa17s12g00932,ptr16s13g01036,0.87,662,82,0,1,631,1,662,0.0,1197,50
191801,hsa17s12g00165,ptr16s13g00194,0.92,309,25,0,1,309,1,309,8.076999999999998e-194,597,50
191802,hsa17s12g00165,ptr16s13g00196,0.669,309,102,0,1,309,1,309,6.227999999999998e-130,412,25
191803,hsa17s12g00165,ptr16s13g00201,0.6609999999999999,309,104,0,1,309,1,309,5.105999999999999e-128,407,25
191804,hsa17s12g00165,ptr16s13g00198,0.654,309,107,0,1,309,1,309,3.054999999999999e-126,402,25
191805,hsa17s12g00165,ptr16s13g00195,0.67,299,98,0,1,299,1,299,1.0759999999999997e-125,400,25
191806,hsa17s12g00165,ptr16s13g00202,0.655,305,105,0,1,305,1,305,1.8279999999999996e-124,396,10
191807,hsa17s12g00165,ptr16s13g00197,0.636,309,112,0,1,309,1,309,1.8559999999999996e-121,388,10
191808,hsa17s12g00165,ptr16s13g00193,0.625,299,112,0,1,299,1,299,1.2599999999999997e-114,368,10
191809,hsa17s12g00165,ptr16s13g00200,0.513,298,124,0,5,302,1,256,8.791999999999999e-87,287,10
191810,hsa17s12g00165,ptr16s13g00190,0.449,302,166,0,1,302,1,302,4.4949999999999996e-72,245,10
191827,hsa17s12g00197,ptr16s13g00231,0.968,1073,34,0,1,1073,1,1073,0.0,2189,50
191840,hsa17s12g00197,ptr16s13g00562,0.31,219,143,0,795,1002,946,1164,5.56e-23,107,25
191928,hsa17s12g00043,ptr16s13g00051,0.958,529,22,0,1,529,1,529,0.0,1067,50
191930,hsa17s12g00043,ptr16s13g00053,0.703,433,122,0,41,473,109,520,9.083999999999995e-195,612,25
191931,hsa17s12g00043,ptr16s13g00052,0.66,462,139,0,37,498,35,443,1.3819999999999992e-192,605,25
191943,hsa17s12g00043,ptr16s13g00738,0.324,475,288,0,39,465,6,480,5.385999999999999e-68,242,25
191959,hsa17s12g00075,ptr16s13g00087,0.955,736,33,0,1,736,1,736,0.0,1478,50
192426,hsa17s12g00037,ptr16s13g00046,0.937,634,40,0,1,634,1,634,0.0,1246,50
192427,hsa17s12g00037,ptr16s13g00266,0.5670000000000001,396,166,0,151,534,154,549,4.961999999999998e-131,432,25
192464,hsa17s12g00037,ptr16s13g00310,0.262,299,215,0,218,516,5,296,2.0929999999999998e-24,110,25
192466,hsa17s12g00037,ptr16s13g00829,0.251,319,223,0,219,537,192,490,6.427000000000001e-24,108,25
192471,hsa17s12g00037,ptr16s13g00382,0.24100000000000002,331,225,0,219,515,4,334,1.0580000000000001e-22,104,25
192656,hsa17s12g00069,ptr16s13g00081,0.8690000000000001,60,8,0,1,60,1,60,3.509e-30,111,50
192658,hsa17s12g00869,ptr16s13g00967,0.94,331,20,0,1,330,1,331,7.771999999999997e-212,655,50
192659,hsa17s12g00869,ptr16s13g00968,0.597,340,135,0,4,343,747,1081,5.344999999999999e-122,395,25
192660,hsa17s12g00869,ptr16s13g00969,0.565,358,153,0,4,356,340,697,8.071999999999999e-120,389,25
192661,hsa17s12g00869,ptr16s13g01038,0.40700000000000003,343,203,0,1,343,4,346,6.727999999999999e-70,243,25
192662,hsa17s12g00901,ptr16s13g01000,0.9109999999999999,898,80,0,1,898,1,898,0.0,1710,50
192701,hsa17s12g00901,ptr16s13g00435,0.314,255,166,0,20,274,121,363,6.936e-29,126,25
192732,hsa17s12g00901,ptr16s13g00382,0.33,195,129,0,22,214,2,196,1.6469999999999999e-22,105,25
192747,hsa17s12g00901,ptr16s13g00829,0.275,251,177,0,22,266,190,440,3.455e-21,100,25
194049,hsa17s12g00433,ptr16s13g00471,0.826,583,100,0,1,578,1,583,0.0,992,50
194050,hsa17s12g00433,ptr16s13g00472,0.55,531,228,0,44,550,49,579,1.1089999999999996e-174,556,25
194051,hsa17s12g00433,ptr16s13g00473,0.5579999999999999,494,207,0,43,511,45,538,1.7679999999999995e-164,526,25
194052,hsa17s12g00433,ptr16s13g00465,0.603,444,174,0,55,498,120,559,7.568999999999998e-163,522,25
194053,hsa17s12g00433,ptr16s13g00478,0.521,521,243,0,2,522,14,521,9.059999999999997e-159,510,25
194054,hsa17s12g00433,ptr16s13g00466,0.49700000000000005,553,261,0,38,556,31,583,1.2389999999999997e-158,509,10
194055,hsa17s12g00433,ptr16s13g00467,0.563,468,194,0,56,501,53,520,3.871999999999998e-157,505,10
194056,hsa17s12g00433,ptr16s13g00464,0.5379999999999999,488,220,0,12,499,111,587,2.0199999999999994e-154,497,10
194057,hsa17s12g00433,ptr16s13g00480,0.541,483,221,0,13,495,12,494,7.059999999999998e-154,496,10
194058,hsa17s12g00433,ptr16s13g00474,0.569,448,184,0,47,494,35,462,1.0519999999999997e-151,489,10
194123,hsa17s12g00465,ptr16s13g00432,0.893,494,52,0,1,494,1,483,2.028999999999999e-302,921,50
195123,hsa17s12g00421,ptr16s13g00482,0.9359999999999999,512,33,0,1,512,1,512,0.0,1006,50
195124,hsa17s12g00421,ptr16s13g00484,0.57,502,213,0,1,496,1,502,8.675999999999998e-174,550,25
195125,hsa17s12g00421,ptr16s13g00483,0.537,521,224,0,9,493,11,531,7.733999999999999e-167,530,25
195126,hsa17s12g00421,ptr16s13g00487,0.542,497,225,0,9,505,4,496,2.6719999999999987e-160,511,25
195127,hsa17s12g00421,ptr16s13g00485,0.545,491,218,0,6,496,12,492,1.7539999999999993e-159,509,25
195128,hsa17s12g00421,ptr16s13g00486,0.491,489,236,0,9,497,4,467,3.6119999999999994e-137,444,10
195129,hsa17s12g00421,ptr16s13g00488,0.491,485,227,0,12,496,12,457,1.1289999999999995e-135,439,10
195130,hsa17s12g00421,ptr16s13g00481,0.499,469,220,0,6,445,9,477,4.822999999999999e-134,435,10
195131,hsa17s12g00421,ptr16s13g00478,0.43,568,288,0,5,510,8,575,4.3089999999999995e-133,432,10
195132,hsa17s12g00421,ptr16s13g00480,0.515,444,211,0,9,445,48,491,9.835999999999998e-132,428,10
195187,hsa17s12g00453,ptr16s13g00444,0.607,154,42,0,1,154,1,109,5.642e-54,184,50
195188,hsa17s12g00997,ptr16s13g01101,0.9590000000000001,123,5,0,1,123,1,123,1.313e-75,250,50
195189,hsa17s12g01029,ptr16s13g01145,1.0,457,0,0,1,457,1,457,0.0,997,50
195199,hsa17s12g01029,ptr16s13g01147,0.485,509,227,0,2,442,10,518,8.245999999999997e-142,454,25
195216,hsa17s12g01029,ptr16s13g01144,0.45799999999999996,532,247,0,1,457,3,534,9.031999999999997e-137,440,25
195261,hsa17s12g01029,ptr16s13g01142,0.433,534,250,0,1,442,1,534,1.4599999999999996e-126,410,25
195310,hsa17s12g01029,ptr16s13g01143,0.483,435,222,0,13,442,1,435,1.5409999999999996e-118,387,25
195379,hsa17s12g01029,ptr16s13g01146,0.39,500,264,0,3,436,40,539,3.263999999999999e-100,334,10
195407,hsa17s12g01029,ptr16s13g00127,0.42700000000000005,311,167,0,6,316,7,298,9.394999999999999e-67,236,10
195923,hsa17s12g00407,ptr16s13g00496,1.0,132,0,0,1,132,1,132,6.816999999999998e-89,284,50
195924,hsa17s12g01015,ptr16s13g01127,0.948,516,27,0,1,516,1,516,0.0,1028,50
196497,hsa17s12g00698,ptr16s13g00771,0.95,603,30,0,1,603,1,603,0.0,1205,50
196499,hsa17s12g00730,ptr16s13g00808,0.963,1568,58,0,1,1568,1,1568,0.0,3176,50
197234,hsa17s12g00006,ptr16s13g00008,0.894,998,105,0,1,998,1,994,0.0,1859,50
197238,hsa17s12g00038,ptr16s13g00046,1.0,48,0,0,2,49,387,434,1.231e-28,106,50
198333,hsa17s12g00884,ptr16s13g00983,0.914,961,82,0,1,960,1,961,0.0,1835,50
198399,hsa17s12g00916,ptr16s13g01020,0.968,362,12,0,1,362,1,362,2.011999999999999e-242,740,50
198407,hsa17s12g00916,ptr16s13g00418,0.462,192,101,0,12,200,6,197,2.44e-43,163,25
198412,hsa17s12g00916,ptr16s13g00167,0.467,172,88,0,18,189,46,211,2.06e-38,149,25
198975,hsa17s12g01003,ptr16s13g01111,0.995,581,3,0,1,581,1,581,0.0,1223,50
199355,hsa17s12g00464,ptr16s13g00432,0.8859999999999999,439,50,0,1,438,1,439,5.116999999999998e-265,811,50
199359,hsa17s12g00879,ptr16s13g00978,0.953,584,27,0,1,584,1,584,0.0,1170,50
199363,hsa17s12g00427,ptr16s13g00477,0.8809999999999999,523,62,0,1,523,1,523,3.049e-315,959,50
199364,hsa17s12g00427,ptr16s13g00474,0.721,540,146,0,1,523,1,540,5.894999999999997e-255,785,25
199365,hsa17s12g00427,ptr16s13g00476,0.643,529,186,0,1,523,1,529,3.2759999999999984e-215,670,25
199366,hsa17s12g00427,ptr16s13g00475,0.653,508,172,0,16,523,15,511,3.6799999999999985e-210,656,25
199367,hsa17s12g00427,ptr16s13g00480,0.517,538,235,0,6,493,7,544,2.1609999999999988e-163,520,25
199368,hsa17s12g00427,ptr16s13g00478,0.604,442,166,0,41,459,58,499,4.045999999999999e-163,520,10
199369,hsa17s12g00427,ptr16s13g00481,0.5589999999999999,480,208,0,43,514,57,536,1.1429999999999997e-160,512,10
199370,hsa17s12g00427,ptr16s13g00465,0.564,473,195,0,16,464,88,560,2.1389999999999995e-160,512,10
199371,hsa17s12g00427,ptr16s13g00472,0.488,562,261,0,1,511,1,562,3.2249999999999987e-158,505,10
199372,hsa17s12g00427,ptr16s13g00467,0.479,575,267,0,1,513,1,575,6.036999999999999e-158,505,10
199439,hsa17s12g00459,ptr16s13g00438,0.816,88,16,0,57,144,7,94,3.61e-42,150,50
199440,hsa17s12g00747,ptr16s13g00831,0.94,644,39,0,1,644,1,644,0.0,1270,50
199446,hsa17s12g00813,ptr16s13g00906,0.9129999999999999,981,84,0,1,963,1,981,0.0,1871,50
199458,hsa17s12g00845,ptr16s13g00941,0.706,303,69,0,1,303,73,306,1.1379999999999999e-135,431,50
202283,hsa17s12g00633,ptr16s13g00272,0.8909999999999999,238,26,0,1,238,1,238,3.812999999999999e-142,443,50
202287,hsa17s12g00665,ptr16s13g00730,0.956,228,10,0,1,228,1,228,3.078e-148,460,50
203752,hsa17s12g00178,ptr16s13g00208,0.95,327,16,0,1,327,1,327,1.9499999999999993e-213,654,50
204376,hsa17s12g00053,ptr16s13g00062,0.9990000000000001,416,0,0,1,416,1,416,6.652999999999995e-290,880,50
204389,hsa17s12g00085,ptr16s13g00097,1.0,106,0,0,25,130,6,111,4.321e-70,229,50
204390,hsa17s12g00085,ptr16s13g00111,0.743,107,27,0,24,130,5,111,3.51e-47,164,25
204393,hsa17s12g00085,ptr16s13g00965,0.619,93,33,0,38,130,10,97,1.903e-30,115,25
204402,hsa17s12g00821,ptr16s13g00914,0.998,486,1,0,1,486,32,517,0.0,1026,50
204427,hsa17s12g00853,ptr16s13g00949,0.943,262,15,0,1,262,1,262,2.3479999999999997e-168,520,50
206249,hsa17s12g00493,ptr16s13g00405,0.963,521,19,0,1,521,1,521,0.0,1057,50
206625,hsa17s12g00481,ptr16s13g00417,0.935,373,24,0,1,373,1,373,7.133999999999995e-240,733,50
206919,hsa17s12g00898,ptr16s13g00996,1.0,404,0,0,1,404,1,404,3.974999999999998e-284,863,50
207174,hsa17s12g00241,ptr16s13g00684,0.8740000000000001,1084,126,0,1,1000,1,1084,0.0,1966,50
207176,hsa17s12g00273,ptr16s13g00643,0.948,1037,54,0,1,1037,1,1037,0.0,2065,50
207855,hsa17s12g00754,ptr16s13g00842,0.955,241,11,0,1,241,1,241,9.784999999999997e-157,486,50
207862,hsa17s12g00786,ptr16s13g00879,0.977,792,18,0,1,792,1,792,0.0,1632,50
208918,hsa17s12g00677,ptr16s13g00742,1.0,140,0,0,1,140,1,140,9.889999999999997e-97,307,50
208919,hsa17s12g00677,ptr16s13g00740,0.57,120,51,0,21,140,21,140,1.4929999999999999e-36,134,25
208920,hsa17s12g00677,ptr16s13g00741,0.46299999999999997,131,69,0,10,140,32,160,3.682e-29,113,25
208928,hsa17s12g00709,ptr16s13g00783,0.8009999999999999,1538,285,0,36,1469,1,1538,0.0,2522,50
209237,hsa17s12g00191,ptr16s13g00225,0.951,622,30,0,1,622,1,622,0.0,1245,50
209239,hsa17s12g00223,ptr16s13g00265,0.975,640,16,0,1,640,1,640,0.0,1317,50
209240,hsa17s12g00223,ptr16s13g00699,0.525,644,305,0,28,671,12,654,1.901999999999999e-199,634,25
209241,hsa17s12g00223,ptr16s13g00697,0.52,642,307,0,30,671,15,654,2.5329999999999986e-196,625,25
209242,hsa17s12g00223,ptr16s13g00696,0.515,641,302,0,26,666,3,625,2.462999999999999e-193,617,25
209243,hsa17s12g00223,ptr16s13g00698,0.49,622,315,0,63,684,1,619,2.433999999999999e-174,561,25
209820,hsa17s12g00860,ptr16s13g00890,0.299,280,174,0,26,305,59,307,1.4219999999999999e-30,128,50
209852,hsa17s12g00860,ptr16s13g00659,0.256,292,208,0,28,308,96,387,7.064e-23,104,25
213480,hsa17s12g01018,ptr16s13g01132,1.0,77,0,0,1,77,1,77,1.4949999999999999e-47,165,50
214193,hsa17s12g00370,ptr16s13g00536,0.9440000000000001,116,6,0,2,117,778,893,2.5309999999999996e-71,232,50
214195,hsa17s12g00402,ptr16s13g00502,0.9890000000000001,622,7,0,1,622,1,622,0.0,1301,50
214212,hsa17s12g00402,ptr16s13g00050,0.348,485,286,0,137,621,86,524,5.969999999999999e-78,275,25
214213,hsa17s12g00402,ptr16s13g01129,0.41100000000000003,260,148,0,131,390,108,360,3.468999999999999e-49,188,25
214214,hsa17s12g00402,ptr16s13g01128,0.319,210,142,0,397,606,1,210,1.874e-23,107,25
215298,hsa17s12g00876,ptr16s13g00975,0.9420000000000001,269,16,0,1,269,25,293,9.899999999999998e-173,533,50
215299,hsa17s12g00908,ptr16s13g01011,0.902,2069,199,0,1,2027,1,2069,0.0,3890,50
215304,hsa17s12g00908,ptr16s13g00659,0.386,385,219,0,74,430,68,452,5.3469999999999994e-67,254,25
215375,hsa17s12g00908,ptr16s13g01041,0.243,376,266,0,11,362,73,448,1.5500000000000002e-26,120,25
215378,hsa17s12g00908,ptr16s13g00890,0.278,289,181,0,15,303,3,253,8.052999999999999e-26,117,25
215611,hsa17s12g00558,ptr16s13g00350,0.92,529,42,0,1,529,1,529,0.0,1019,50
215615,hsa17s12g00590,ptr16s13g00318,0.84,421,60,0,1,373,1,421,2.5159999999999985e-239,732,50
216199,hsa17s12g00943,ptr16s13g01047,0.8140000000000001,339,58,0,1,339,1,311,1.6779999999999998e-183,569,50
216201,hsa17s12g00975,ptr16s13g01076,0.943,166,9,0,1,166,1,166,1.9159999999999997e-104,331,50
216490,hsa17s12g00987,ptr16s13g01089,0.9590000000000001,856,35,0,1,856,1,856,0.0,1727,50
218639,hsa17s12g00887,ptr16s13g00986,0.932,2188,147,0,23,2210,9,2170,0.0,4269,50
218641,hsa17s12g00919,ptr16s13g01022,1.0,76,0,0,1,76,1,76,4.286999999999999e-50,169,50
223856,hsa17s12g00552,ptr16s13g00356,0.9540000000000001,263,12,0,1,263,1,263,2.3939999999999993e-171,529,50
223857,hsa17s12g00552,ptr16s13g00527,0.631,261,96,0,1,260,1,261,1.3429999999999999e-100,325,25
223858,hsa17s12g00552,ptr16s13g00526,0.5579999999999999,262,114,0,3,261,4,265,2.718e-85,281,25
223859,hsa17s12g00552,ptr16s13g00525,0.5760000000000001,229,96,0,11,239,25,251,1.4899999999999997e-76,256,25
223869,hsa17s12g00584,ptr16s13g00325,0.995,545,3,0,1,545,1,545,0.0,1148,50
224518,hsa17s12g00573,ptr16s13g00336,1.0,4544,0,0,1,4544,1,4544,0.0,9919,50
224522,hsa17s12g00573,ptr16s13g00209,0.36200000000000004,1414,888,0,1269,2682,21,1413,7.204999999999996e-244,841,25
224616,hsa17s12g00605,ptr16s13g00305,0.935,161,10,0,1,161,1,161,4.885999999999999e-100,318,50
225493,hsa17s12g00756,ptr16s13g00846,0.99,157,2,0,36,192,24,180,6.544999999999998e-104,331,50
225502,hsa17s12g00788,ptr16s13g00881,0.98,648,13,0,1,648,1,648,0.0,1341,50
229073,hsa17s12g00439,ptr16s13g00462,0.8690000000000001,483,63,0,1,483,1,483,5.928999999999996e-286,872,50
229079,hsa17s12g00439,ptr16s13g00478,0.598,416,164,0,49,456,124,539,1.4429999999999997e-151,484,25
229080,hsa17s12g00439,ptr16s13g00481,0.5579999999999999,447,191,0,24,456,79,525,4.081999999999998e-149,477,25
229081,hsa17s12g00439,ptr16s13g00480,0.585,419,171,0,49,461,117,535,2.6799999999999995e-148,475,25
229082,hsa17s12g00439,ptr16s13g00489,0.555,440,194,0,12,448,9,448,2.6539999999999996e-145,466,25
229083,hsa17s12g00439,ptr16s13g00466,0.585,404,166,0,52,451,159,562,1.9179999999999994e-142,458,10
229084,hsa17s12g00439,ptr16s13g00465,0.546,431,190,0,42,461,169,599,3.543999999999999e-139,448,10
229085,hsa17s12g00439,ptr16s13g00467,0.564,408,174,0,52,452,144,551,5.328999999999998e-137,442,10
229086,hsa17s12g00439,ptr16s13g00472,0.5579999999999999,408,177,0,48,448,137,544,1.0949999999999998e-134,435,10
229087,hsa17s12g00439,ptr16s13g00474,0.513,440,202,0,6,421,28,467,2.4629999999999996e-130,422,10
229144,hsa17s12g00471,ptr16s13g00426,0.934,127,8,0,1,127,113,239,1.464e-77,251,50
230381,hsa17s12g00170,ptr16s13g00202,0.915,319,27,0,1,319,1,319,5.917999999999998e-199,612,50
230382,hsa17s12g00170,ptr16s13g00196,0.828,302,52,0,1,302,1,302,4.093999999999999e-166,517,25
230383,hsa17s12g00170,ptr16s13g00201,0.7909999999999999,302,63,0,1,302,1,302,8.196999999999997e-157,490,25
230384,hsa17s12g00170,ptr16s13g00198,0.79,302,63,0,1,302,1,302,1.1229999999999997e-156,490,25
230385,hsa17s12g00170,ptr16s13g00193,0.6629999999999999,298,100,0,1,298,1,298,2.559e-123,394,25
230386,hsa17s12g00170,ptr16s13g00194,0.65,305,106,0,1,305,1,305,3.5049999999999985e-123,393,10
230387,hsa17s12g00170,ptr16s13g00195,0.67,294,97,0,1,294,1,294,4.8009999999999984e-123,393,10
230388,hsa17s12g00170,ptr16s13g00197,0.631,305,112,0,1,305,1,305,2.1189999999999996e-118,379,10
230389,hsa17s12g00170,ptr16s13g00200,0.504,298,126,0,5,302,1,256,1.9919999999999997e-84,281,10
230390,hsa17s12g00170,ptr16s13g00190,0.45,298,163,0,5,302,5,302,3.1539999999999995e-71,243,10
230406,hsa17s12g00202,ptr16s13g00235,0.885,225,26,0,1,225,1,225,5.825999999999999e-133,416,50
230407,hsa17s12g00746,ptr16s13g00829,0.968,512,16,0,1,512,1,512,0.0,1045,50
230414,hsa17s12g00746,ptr16s13g00382,0.483,337,148,0,189,476,1,337,6.981e-88,301,25
230424,hsa17s12g00746,ptr16s13g00310,0.413,289,164,0,192,472,6,294,3.407e-57,210,25
230455,hsa17s12g00746,ptr16s13g00046,0.257,335,234,0,192,507,219,553,2.032e-27,119,25
230457,hsa17s12g00746,ptr16s13g00266,0.307,243,165,0,192,430,222,464,1.516e-26,116,25
230487,hsa17s12g00746,ptr16s13g00890,0.325,197,132,0,196,391,59,255,1.4e-22,103,10
230491,hsa17s12g00746,ptr16s13g01000,0.29100000000000004,231,158,0,190,420,22,245,3.2789999999999997e-22,102,10
230699,hsa17s12g00778,ptr16s13g00871,0.862,236,32,0,1,236,1,232,2.4379999999999994e-135,424,50
231999,hsa17s12g00442,ptr16s13g00457,0.855,1285,164,0,1,1285,125,1257,0.0,2273,50
233567,hsa17s12g00318,ptr16s13g00589,0.9620000000000001,522,20,0,1,522,1,522,0.0,1058,50
233626,hsa17s12g00350,ptr16s13g00556,0.9670000000000001,181,6,0,1,181,1,181,4.121999999999999e-118,371,50
233631,hsa17s12g00350,ptr16s13g01035,0.696,179,49,0,3,181,1,163,9.811999999999999e-77,252,25
233632,hsa17s12g00350,ptr16s13g00856,0.62,181,68,0,1,181,1,181,2.5119999999999997e-66,222,25
235283,hsa17s12g00257,ptr16s13g00662,0.929,135,10,0,1,135,1,135,7.779999999999997e-82,265,50
235285,hsa17s12g00289,ptr16s13g00624,0.975,126,3,0,1,126,1,126,3.7849999999999997e-81,261,50
235286,hsa17s12g00289,ptr16s13g00626,0.975,126,3,0,1,126,1,126,3.7849999999999997e-81,261,25
